ID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Higher_Education,Date_of_Hire,Status_of_leaving,Mode_of_work,Leaves,Absenteeism,Work_accident,Source_of_Hire,Job_mode
15986,25,No,Travel_Rarely,Sales,3,Male,3,2,Sales Executive,1,Married,4194,1,Yes,18,3,0,5,3,5,0,3,Graduation,14-01-2016,Work Accident,WFH,2,2,Yes,Job Event,Part Time
13207,25,No,Travel_Rarely,Sales,4,Male,2,2,Sales Executive,1,Married,4256,1,No,12,3,0,5,1,5,0,3,12th,13-05-2016,Dept.Head,WFH,2,1,Yes,Recruiter,Part Time
14618,24,No,Non-Travel,Research & Development,4,Male,2,1,Laboratory Technician,4,Married,3162,0,No,17,3,0,6,2,5,3,4,PHD,31-03-2016,Salary,OFFICE,4,3,No,Job Portal,Part Time
16304,42,No,Travel_Rarely,Research & Development,3,Female,4,2,Laboratory Technician,4,Married,5231,2,Yes,13,3,1,17,1,5,1,3,PHD,26-03-2016,Work Environment,OFFICE,4,2,No,Walk-in,FullTime
12269,37,No,Travel_Frequently,Sales,21,Female,3,1,Sales Representative,4,Married,2973,5,No,15,3,1,10,3,5,0,0,Post-Graduation,11-03-2016,Salary,WFH,1,1,Yes,Walk-in,Contract
14540,43,No,Travel_Frequently,Research & Development,1,Female,3,2,Healthcare Representative,4,Married,5562,4,No,13,3,1,12,2,5,2,2,12th,19-04-2016,Dept.Head,WFH,3,0,No,Job Event,Contract
15663,39,No,Travel_Rarely,Human Resources,2,Female,2,2,Human Resources,4,Married,5204,8,No,11,3,2,13,2,5,0,4,Post-Graduation,21-01-2016,Work Environment,OFFICE,4,0,No,Job Portal,Contract
17141,42,No,Travel_Rarely,Sales,14,Female,2,2,Sales Executive,3,Single,6244,7,No,17,3,0,10,6,5,0,3,12th,24-06-2016,Salary,OFFICE,5,3,No,Walk-in,FullTime
14778,33,No,Travel_Rarely,Research & Development,1,Female,2,2,Healthcare Representative,4,Single,6949,0,No,14,3,0,6,3,5,1,4,Graduation,04-03-2016,Salary,OFFICE,3,0,Yes,Job Event,Part Time
16087,35,No,Travel_Rarely,Sales,18,Female,3,2,Sales Executive,3,Married,4601,1,No,16,3,0,5,3,5,1,0,Post-Graduation,28-05-2016,Work Accident,WFH,3,3,No,Job Portal,FullTime
14828,38,No,Non-Travel,Sales,10,Female,3,2,Sales Executive,4,Single,5666,1,Yes,13,3,0,6,1,5,1,3,Post-Graduation,17-02-2016,Salary,OFFICE,2,0,No,Walk-in,FullTime
15172,45,No,Travel_Rarely,Research & Development,1,Female,3,1,Laboratory Technician,4,Divorced,2270,3,No,14,3,2,8,2,5,0,2,12th,22-05-2016,Salary,OFFICE,1,3,No,Walk-in,Part Time
19438,50,No,Travel_Rarely,Research & Development,1,Male,3,4,Research Director,4,Divorced,17399,9,No,22,4,1,32,1,5,1,3,PHD,31-05-2016,Better Opportunity,WFH,2,1,No,Job Event,Part Time
15723,30,Yes,Travel_Rarely,Research & Development,22,Female,3,1,Research Scientist,3,Married,2132,4,Yes,11,3,0,7,2,5,0,1,Graduation,08-04-2016,Work Accident,OFFICE,3,0,No,Walk-in,Contract
18775,59,No,Travel_Rarely,Research & Development,2,Female,2,4,Manufacturing Director,4,Single,13726,3,Yes,13,3,0,30,4,5,4,3,12th,29-02-2016,Salary,WFH,5,1,Yes,Job Event,Part Time
17159,26,No,Travel_Frequently,Research & Development,1,Female,2,1,Research Scientist,3,Divorced,2007,1,No,13,3,2,5,5,5,1,3,12th,31-03-2016,Better Opportunity,OFFICE,1,0,Yes,Walk-in,Contract
15637,56,No,Travel_Frequently,Research & Development,9,Female,3,1,Research Scientist,3,Married,2942,2,No,19,3,1,18,4,5,0,3,Post-Graduation,29-05-2016,Better Opportunity,WFH,3,1,Yes,Job Portal,Contract
14179,26,No,Travel_Rarely,Research & Development,1,Male,2,1,Laboratory Technician,1,Married,3955,1,No,16,3,2,6,2,5,1,3,12th,04-05-2016,Work Environment,OFFICE,5,3,Yes,Job Portal,FullTime
18262,48,No,Non-Travel,Research & Development,1,Male,4,4,Manager,4,Single,16885,2,No,22,4,0,27,3,5,2,1,PHD,08-04-2016,Salary,WFH,1,2,No,Walk-in,Part Time
19304,39,No,Non-Travel,Research & Development,9,Male,3,2,Laboratory Technician,2,Single,6782,9,No,15,3,0,9,2,5,0,3,PHD,10-04-2016,Dept.Head,OFFICE,1,3,No,Job Portal,FullTime
17505,28,No,Travel_Rarely,Research & Development,2,Male,2,1,Research Scientist,2,Married,3201,0,No,17,3,0,6,2,5,0,4,Post-Graduation,02-06-2016,Work Accident,OFFICE,3,0,Yes,Job Event,Contract
13671,35,No,Travel_Frequently,Sales,11,Male,3,2,Sales Executive,4,Divorced,4968,1,No,11,3,1,5,3,5,0,2,PHD,05-04-2016,Better Opportunity,OFFICE,4,3,Yes,Job Portal,FullTime
15478,33,Yes,Travel_Rarely,Sales,9,Female,3,2,Sales Executive,1,Single,8224,0,Yes,17,3,0,6,3,5,0,3,PHD,01-05-2016,Better Opportunity,WFH,2,2,Yes,Job Event,FullTime
17399,35,No,Travel_Rarely,Human Resources,8,Male,3,1,Human Resources,3,Single,4323,1,No,17,3,0,6,2,5,1,4,Post-Graduation,04-04-2016,Work Accident,OFFICE,2,1,Yes,Walk-in,FullTime
15350,56,No,Travel_Rarely,Research & Development,4,Female,3,5,Manager,1,Divorced,19943,4,No,13,3,1,28,2,5,4,2,Post-Graduation,30-05-2016,Work Accident,OFFICE,4,1,No,Job Portal,FullTime
16401,29,No,Travel_Rarely,Research & Development,15,Female,1,1,Research Scientist,4,Married,2168,0,Yes,18,3,1,6,2,5,1,3,12th,06-04-2016,Better Opportunity,WFH,3,0,No,Recruiter,Contract
14030,33,No,Travel_Rarely,Human Resources,2,Male,3,1,Human Resources,3,Married,3600,1,No,13,3,1,5,2,5,1,4,PHD,09-05-2016,Better Opportunity,WFH,3,2,No,Job Portal,Contract
14331,40,No,Travel_Rarely,Sales,10,Female,2,2,Sales Executive,2,Divorced,6852,7,No,12,3,1,7,2,5,1,3,Post-Graduation,29-04-2016,Dept.Head,OFFICE,2,3,Yes,Job Portal,Part Time
16196,54,No,Travel_Frequently,Research & Development,1,Female,3,3,Manufacturing Director,3,Divorced,10502,7,No,17,3,1,33,2,5,1,4,Post-Graduation,22-03-2016,Work Environment,WFH,3,1,No,Job Portal,Contract
17111,27,No,Travel_Rarely,Research & Development,4,M,3,1,Research Scientist,3,Divorced,2517,1,No,11,3,3,5,2,5,0,3,Post-Graduation,17-01-2016,Salary,OFFICE,0,3,No,Job Portal,FullTime
15239,39,Yes,Travel_Rarely,Research & Development,23,Male,3,1,Research Scientist,1,Single,3904,0,No,13,3,0,6,2,5,0,3,PHD,30-03-2016,Work Accident,OFFICE,5,1,No,Job Portal,Contract
14637,40,Yes,Travel_Rarely,Sales,25,Male,2,3,Sales Executive,2,Single,9094,2,Yes,12,3,0,9,2,5,1,0,12th,01-01-2016,Work Accident,WFH,1,0,No,Job Event,Part Time
16017,51,No,Travel_Rarely,Research & Development,11,Female,2,4,Manufacturing Director,2,Single,13142,3,No,16,3,0,29,1,5,0,3,12th,05-05-2016,Dept.Head,WFH,1,1,No,Recruiter,FullTime
16751,34,No,Non-Travel,Research & Development,26,Female,2,1,Research Scientist,3,Divorced,2029,1,No,20,4,3,5,2,5,0,0,PHD,26-03-2016,Dept.Head,OFFICE,2,0,No,Recruiter,Part Time
19447,28,No,Travel_Rarely,Sales,26,Male,2,2,Sales Executive,1,Married,4724,1,No,11,3,1,5,0,5,0,4,PHD,15-02-2016,Work Accident,OFFICE,0,3,Yes,Recruiter,Part Time
12949,39,No,Travel_Rarely,Sales,21,Male,2,2,Sales Executive,4,Married,6120,3,Yes,12,3,2,8,2,5,1,4,PHD,04-03-2016,Work Accident,WFH,4,2,Yes,Job Event,FullTime
16958,33,No,Travel_Frequently,Sales,5,Male,3,2,Sales Executive,4,Married,9998,6,No,13,3,0,8,2,5,1,2,Graduation,16-02-2016,Better Opportunity,OFFICE,3,1,Yes,Job Portal,Part Time
12868,52,No,Travel_Frequently,Research & Development,28,Female,4,4,Manufacturing Director,3,Married,13247,2,Yes,11,3,1,24,3,5,0,2,Graduation,22-02-2016,Better Opportunity,OFFICE,3,3,Yes,Job Event,FullTime
15035,52,No,Travel_Rarely,Research & Development,8,Female,3,1,Laboratory Technician,1,Married,2950,9,No,13,3,0,12,2,5,0,4,Post-Graduation,01-06-2016,Work Environment,OFFICE,2,3,Yes,Recruiter,FullTime
12202,36,No,Travel_Rarely,Sales,3,Female,3,2,Sales Executive,2,Single,9278,3,Yes,16,3,0,15,3,5,0,1,Graduation,01-01-2016,Work Accident,WFH,0,2,No,Job Event,FullTime
15530,27,No,Travel_Rarely,Research & Development,11,Male,3,1,Laboratory Technician,1,Married,2099,0,No,14,3,0,6,3,5,1,4,Graduation,23-04-2016,Dept.Head,OFFICE,2,0,No,Walk-in,Contract
15547,24,No,Travel_Rarely,Sales,4,Female,3,2,Sales Executive,3,Married,4162,1,Yes,12,3,2,5,3,5,0,3,PHD,10-04-2016,Work Accident,OFFICE,4,1,Yes,Job Portal,Part Time
15252,34,No,Travel_Rarely,Research & Development,1,Female,2,1,Laboratory Technician,2,Married,3294,5,No,17,3,1,7,2,5,0,2,Post-Graduation,06-01-2016,Work Accident,OFFICE,5,0,Yes,Job Portal,Part Time
16788,28,No,Travel_Rarely,Sales,5,Male,3,2,Sales Executive,1,Single,8463,0,No,18,3,0,6,4,5,1,3,Graduation,05-03-2016,Better Opportunity,WFH,3,1,No,Job Event,FullTime
17626,44,No,Non-Travel,Research & Development,5,Male,2,1,Laboratory Technician,3,Single,3162,3,No,14,3,0,7,5,5,0,3,12th,11-01-2016,Salary,WFH,3,3,Yes,Walk-in,Part Time
19296,44,No,Travel_Rarely,Research & Development,20,Male,3,1,Research Scientist,2,Single,3420,1,No,13,3,0,6,3,5,1,3,Graduation,22-02-2016,Work Accident,OFFICE,1,0,Yes,Recruiter,FullTime
14740,29,Yes,Travel_Frequently,Sales,13,Female,3,2,Sales Executive,2,Single,5765,5,No,11,3,0,7,4,5,0,0,PHD,28-03-2016,Work Accident,WFH,4,2,No,Walk-in,Contract
18062,30,No,Travel_Rarely,Human Resources,1,Male,3,1,Human Resources,3,Divorced,2064,0,No,21,4,1,6,3,5,1,3,12th,18-02-2016,Work Accident,OFFICE,2,0,Yes,Recruiter,Part Time
16872,33,No,Travel_Rarely,Research & Development,4,Female,2,1,Laboratory Technician,2,Married,3838,8,No,11,3,0,8,5,5,0,2,Graduation,28-02-2016,Work Environment,WFH,0,1,Yes,Job Portal,Part Time
18405,47,No,Travel_Rarely,Sales,14,Female,3,2,Sales Executive,3,Married,4591,3,Yes,17,3,1,11,4,5,1,2,PHD,27-03-2016,Work Accident,WFH,4,1,Yes,Job Event,Part Time
16945,32,No,Travel_Rarely,Research & Development,10,Male,3,3,Manager,4,Single,11244,2,No,25,4,0,10,5,5,0,0,PHD,29-01-2016,Better Opportunity,OFFICE,0,2,No,Job Event,FullTime
19528,40,Yes,Travel_Rarely,Research & Development,9,Male,3,1,Laboratory Technician,1,Single,2018,3,No,14,3,0,15,3,5,1,0,Post-Graduation,08-03-2016,Work Environment,WFH,2,0,Yes,Job Event,Contract
17103,33,No,Travel_Rarely,Research & Development,25,Male,2,2,Manufacturing Director,2,Single,4320,1,No,13,3,0,5,2,5,0,2,12th,14-04-2016,Salary,WFH,0,3,Yes,Job Event,FullTime
14243,45,No,Travel_Rarely,Research & Development,28,Male,3,1,Research Scientist,4,Married,2132,4,No,20,4,1,8,3,5,0,3,Graduation,01-02-2016,Better Opportunity,OFFICE,3,3,Yes,Walk-in,Part Time
13964,35,No,Travel_Rarely,Sales,28,Female,2,1,Sales Representative,3,Married,2430,0,No,23,4,2,6,5,5,4,2,12th,14-03-2016,Work Environment,OFFICE,4,3,No,Job Portal,Contract
14389,38,Yes,Travel_Rarely,Research & Development,2,Male,3,2,Manufacturing Director,2,Married,4855,4,No,11,3,2,7,2,5,1,4,Graduation,16-02-2016,Better Opportunity,OFFICE,4,1,Yes,Walk-in,FullTime
16766,35,No,Travel_Rarely,Research & Development,10,Female,3,2,Healthcare Representative,3,Single,6142,3,Yes,16,3,0,10,4,5,0,4,12th,12-01-2016,Better Opportunity,OFFICE,0,3,Yes,Recruiter,Part Time
15020,40,No,Travel_Rarely,Sales,14,Female,3,2,Sales Executive,1,Married,4639,1,No,15,3,1,5,2,5,1,2,Graduation,14-03-2016,Work Environment,OFFICE,0,2,No,Recruiter,FullTime
16982,31,No,Travel_Frequently,Sales,2,Male,3,2,Sales Executive,1,Single,5332,7,No,13,3,0,10,3,5,0,3,12th,05-06-2016,Work Accident,OFFICE,0,0,No,Walk-in,FullTime
19399,28,No,Travel_Rarely,Research & Development,27,Female,1,2,Manufacturing Director,1,Divorced,4877,0,No,21,4,1,6,5,5,0,0,12th,03-03-2016,Dept.Head,OFFICE,0,1,No,Recruiter,Contract
15707,47,No,Travel_Rarely,Human Resources,26,Female,3,5,Manager,3,Married,19658,3,No,11,3,1,27,2,5,1,0,Graduation,26-05-2016,Work Environment,WFH,5,1,No,Recruiter,Part Time
18066,38,No,Travel_Rarely,Research & Development,2,Female,2,3,Manufacturing Director,3,Married,7756,3,Yes,19,3,1,10,6,5,0,2,Graduation,13-01-2016,Work Environment,OFFICE,4,3,Yes,Recruiter,Part Time
13531,29,No,Travel_Rarely,Sales,10,Male,2,2,Sales Executive,3,Single,5869,9,No,11,3,0,8,2,5,1,4,12th,10-01-2016,Work Environment,WFH,1,1,No,Job Portal,FullTime
18654,39,No,Travel_Rarely,Research & Development,12,Male,3,2,Manufacturing Director,2,Married,5295,4,No,21,4,0,7,3,5,1,0,Graduation,10-01-2016,Better Opportunity,OFFICE,0,2,No,Recruiter,Contract
16341,36,No,Travel_Rarely,Research & Development,3,Male,4,2,Healthcare Representative,1,Divorced,6842,6,No,20,4,1,13,3,5,0,4,Graduation,14-05-2016,Dept.Head,WFH,2,2,No,Recruiter,FullTime
18970,23,Yes,Travel_Rarely,Research & Development,8,Male,2,1,Laboratory Technician,3,Single,3989,1,Yes,11,3,0,5,2,5,1,2,Graduation,03-06-2016,Salary,OFFICE,1,2,No,Job Portal,Part Time
13145,35,No,Travel_Frequently,Research & Development,2,Male,2,1,Research Scientist,4,Single,4930,0,Yes,14,3,0,6,2,5,1,4,Graduation,19-05-2016,Work Environment,OFFICE,4,1,No,Recruiter,FullTime
13563,24,No,Travel_Rarely,Research & Development,9,Male,4,1,Research Scientist,3,Married,4401,1,No,16,3,1,5,1,5,0,4,PHD,26-04-2016,Work Accident,OFFICE,0,3,No,Job Portal,Part Time
12475,29,No,Travel_Rarely,Research & Development,9,Female,3,1,Laboratory Technician,3,Married,2974,9,No,17,3,1,9,2,5,1,2,PHD,17-05-2016,Dept.Head,OFFICE,5,0,Yes,Job Portal,FullTime
18283,32,No,Travel_Frequently,Research & Development,10,Male,3,1,Research Scientist,3,Married,3433,6,No,13,3,1,10,3,5,1,3,PHD,05-04-2016,Better Opportunity,WFH,1,3,No,Job Portal,Contract
14748,31,No,Travel_Rarely,Research & Development,2,Male,3,1,Laboratory Technician,3,Married,3477,1,No,14,3,1,6,2,5,0,3,Post-Graduation,28-01-2016,Dept.Head,OFFICE,3,3,Yes,Job Event,FullTime
18948,31,No,Travel_Frequently,Research & Development,24,Female,3,2,Manufacturing Director,4,Single,5238,2,No,20,4,0,9,3,5,1,4,PHD,14-04-2016,Work Environment,WFH,2,0,No,Job Event,Contract
15715,45,No,Travel_Rarely,Human Resources,4,Female,1,3,Human Resources,3,Married,9756,4,No,21,4,2,9,2,5,0,3,Graduation,12-05-2016,Better Opportunity,WFH,1,0,No,Walk-in,FullTime
12672,31,No,Travel_Rarely,Sales,5,Male,3,2,Sales Executive,3,Married,8346,1,No,19,3,1,6,3,5,0,2,Graduation,24-01-2016,Work Environment,OFFICE,4,1,Yes,Job Portal,Part Time
15741,34,No,Travel_Rarely,Research & Development,2,Male,4,1,Research Scientist,4,Married,2932,0,Yes,14,3,3,6,3,5,1,2,Post-Graduation,01-03-2016,Work Environment,OFFICE,0,0,No,Recruiter,FullTime
15714,49,No,Travel_Rarely,Sales,11,Female,3,2,Sales Executive,4,Single,4507,3,No,12,3,0,8,1,5,0,4,Post-Graduation,09-03-2016,Better Opportunity,WFH,2,3,Yes,Job Portal,FullTime
16215,42,No,Travel_Rarely,Research & Development,12,Male,3,1,Laboratory Technician,2,Divorced,2766,8,No,22,4,3,7,6,5,0,4,PHD,13-05-2016,Work Accident,OFFICE,5,1,Yes,Job Event,FullTime
13999,41,No,Travel_Rarely,Research & Development,9,Male,3,1,Laboratory Technician,1,Divorced,2289,1,No,20,4,2,5,2,5,0,4,Post-Graduation,25-05-2016,Work Environment,OFFICE,4,0,No,Walk-in,FullTime
14239,38,No,Travel_Rarely,Research & Development,6,Female,2,1,Laboratory Technician,3,Married,3702,1,No,11,3,1,5,3,5,0,4,12th,07-05-2016,Better Opportunity,WFH,3,2,No,Job Portal,Part Time
18208,37,No,Travel_Rarely,Sales,9,Male,2,2,Sales Executive,2,Married,4189,1,No,14,3,2,5,2,5,0,3,Post-Graduation,17-02-2016,Better Opportunity,WFH,2,1,Yes,Recruiter,Part Time
13522,44,Yes,Travel_Frequently,Research & Development,1,Male,3,1,Research Scientist,2,Divorced,2342,1,Yes,12,3,3,6,2,5,2,3,PHD,03-06-2016,Work Environment,OFFICE,3,1,No,Job Portal,Contract
15358,28,No,Travel_Rarely,Research & Development,1,Male,3,1,Research Scientist,4,Married,2044,1,No,11,3,1,5,6,5,0,3,Post-Graduation,22-06-2016,Dept.Head,WFH,3,1,No,Walk-in,Contract
18521,26,Yes,Travel_Rarely,Human Resources,20,Female,3,1,Human Resources,2,Married,2148,0,Yes,11,3,0,6,3,5,1,4,12th,09-01-2016,Salary,WFH,1,1,No,Job Portal,FullTime
18084,40,No,Travel_Rarely,Research & Development,1,Female,3,2,Healthcare Representative,4,Divorced,6513,4,No,17,3,1,12,3,5,0,3,12th,09-03-2016,Dept.Head,WFH,4,2,Yes,Recruiter,Contract
15938,35,No,Travel_Rarely,Research & Development,23,Male,1,1,Laboratory Technician,3,Married,2705,0,No,16,3,1,6,2,5,0,3,Graduation,03-01-2016,Work Environment,OFFICE,3,2,Yes,Walk-in,FullTime
14915,26,No,Travel_Rarely,Sales,10,Male,3,2,Sales Executive,4,Single,4684,1,No,13,3,0,5,4,5,1,2,Graduation,24-05-2016,Better Opportunity,WFH,2,3,No,Job Event,FullTime
17989,27,No,Travel_Frequently,Research & Development,5,Female,3,1,Laboratory Technician,4,Single,2379,0,Yes,14,3,0,6,3,5,0,2,Post-Graduation,26-02-2016,Salary,WFH,1,2,Yes,Walk-in,Contract
13021,55,No,Travel_Rarely,Research & Development,2,Male,2,1,Research Scientist,4,Married,2662,8,No,20,4,1,19,2,5,0,4,PHD,28-02-2016,Salary,OFFICE,5,3,No,Recruiter,FullTime
14043,34,No,Travel_Rarely,Sales,4,Male,3,3,Sales Executive,4,Married,9713,2,Yes,13,3,3,9,3,5,1,0,12th,07-05-2016,Salary,WFH,2,2,No,Recruiter,Part Time
13651,37,No,Travel_Rarely,Research & Development,7,Male,3,2,Research Scientist,1,Married,4284,5,Yes,22,4,1,16,2,5,0,4,12th,13-03-2016,Better Opportunity,WFH,2,1,Yes,Job Event,Part Time
17700,34,Yes,Non-Travel,Research & Development,16,Male,1,1,Research Scientist,1,Married,2307,1,Yes,23,4,1,5,2,5,3,0,Graduation,17-02-2016,Work Accident,WFH,0,1,Yes,Job Portal,FullTime
17112,41,No,Travel_Rarely,Sales,8,Female,3,2,Sales Executive,2,Married,4393,5,No,21,4,1,14,3,5,1,4,12th,18-01-2016,Salary,WFH,5,2,No,Job Event,Part Time
13748,31,No,Travel_Rarely,Sales,10,Female,3,2,Sales Executive,4,Divorced,6583,2,Yes,11,3,1,8,2,5,1,4,PHD,13-06-2016,Work Environment,OFFICE,4,0,Yes,Job Portal,FullTime
15686,27,No,Travel_Rarely,Research & Development,2,Male,3,1,Research Scientist,2,Married,2226,1,No,11,3,1,6,3,5,1,2,Post-Graduation,25-03-2016,Dept.Head,WFH,4,1,Yes,Recruiter,FullTime
17260,38,No,Travel_Rarely,Research & Development,9,Male,3,1,Research Scientist,4,Divorced,4771,2,No,19,3,2,10,0,5,0,3,PHD,26-05-2016,Work Accident,OFFICE,0,3,No,Recruiter,FullTime
16616,49,No,Travel_Frequently,Research & Development,2,Male,3,5,Research Director,4,Married,19161,3,No,15,3,0,28,3,5,4,3,12th,02-04-2016,Salary,OFFICE,1,2,Yes,Walk-in,FullTime
19262,35,No,Travel_Rarely,Sales,18,Male,3,2,Sales Executive,1,Married,5561,0,No,16,3,1,6,2,5,0,4,Graduation,31-03-2016,Work Environment,OFFICE,4,2,No,Walk-in,Part Time
18775,28,No,Non-Travel,Research & Development,16,Male,3,1,Research Scientist,3,Single,2144,1,No,14,3,0,5,3,5,1,4,Post-Graduation,30-05-2016,Salary,WFH,1,3,Yes,Job Event,Contract
12418,36,No,Non-Travel,Research & Development,9,Male,4,1,Laboratory Technician,2,Married,2810,1,No,22,4,0,5,3,5,0,2,Post-Graduation,04-04-2016,Dept.Head,OFFICE,0,0,No,Job Portal,FullTime
17493,29,No,Travel_Rarely,Research & Development,1,Male,3,2,Healthcare Representative,1,Married,5373,0,No,12,3,1,6,5,5,0,2,PHD,17-02-2016,Work Environment,WFH,3,3,Yes,Job Event,Contract
13186,32,No,Non-Travel,Research & Development,15,Female,3,2,Healthcare Representative,4,Divorced,6667,5,No,18,3,1,9,6,5,1,2,12th,05-03-2016,Work Environment,OFFICE,1,0,Yes,Job Portal,Contract
18482,54,No,Travel_Rarely,Research & Development,10,Female,3,2,Manufacturing Director,1,Single,4440,6,Yes,19,3,0,9,3,5,1,4,Post-Graduation,13-01-2016,Better Opportunity,WFH,1,0,No,Job Event,FullTime
15919,23,No,Travel_Rarely,Research & Development,12,Male,3,1,Laboratory Technician,4,Single,2647,1,No,13,3,0,5,6,5,1,4,12th,15-04-2016,Better Opportunity,OFFICE,5,2,Yes,Job Event,Part Time
16365,41,No,Travel_Rarely,Research & Development,1,Male,3,1,Research Scientist,4,Married,2782,3,No,22,4,1,12,3,5,1,0,12th,14-03-2016,Work Environment,WFH,1,3,Yes,Job Event,FullTime
16131,25,No,Travel_Rarely,Sales,8,Female,3,2,Sales Executive,3,Divorced,4907,0,Yes,22,4,1,6,3,5,0,4,Post-Graduation,07-01-2016,Work Accident,WFH,5,0,Yes,Walk-in,Part Time
13661,41,No,Travel_Rarely,Sales,3,Male,2,2,Sales Executive,2,Divorced,8938,2,No,11,3,1,14,5,5,0,4,PHD,13-06-2016,Dept.Head,WFH,4,3,No,Job Event,Part Time
14630,45,No,Travel_Rarely,Sales,20,F,3,2,Sales Executive,3,Single,4850,8,No,15,3,0,8,3,5,0,1,PHD,30-03-2016,Work Accident,OFFICE,4,1,No,Job Portal,Contract
15633,40,No,Travel_Rarely,Research & Development,2,Female,3,1,Research Scientist,3,Married,2001,2,No,14,3,3,20,2,5,0,2,12th,10-04-2016,Salary,OFFICE,0,0,No,Job Event,FullTime
12936,29,No,Travel_Rarely,Research & Development,28,Female,2,1,Research Scientist,1,Single,3785,1,No,14,3,0,5,3,5,0,4,Post-Graduation,27-01-2016,Salary,WFH,4,3,No,Walk-in,Part Time
14694,36,No,Travel_Frequently,Research & Development,23,Male,4,2,Laboratory Technician,4,Married,2571,4,No,17,3,1,17,3,5,0,3,12th,07-04-2016,Work Environment,WFH,0,1,No,Job Event,Contract
14594,41,Yes,Travel_Rarely,Sales,1,Female,3,2,Sales Executive,4,Single,5993,8,Yes,11,3,0,8,0,6,0,5,Post-Graduation,24-05-2015,Salary,WFH,0,0,No,Job Portal,Contract
15305,32,No,Travel_Rarely,Research & Development,5,Male,4,1,Research Scientist,2,Divorced,3298,0,Yes,12,3,2,7,5,6,0,5,Post-Graduation,29-01-2015,Better Opportunity,WFH,5,1,Yes,Recruiter,Part Time
15269,36,No,Travel_Frequently,Research & Development,11,Male,2,2,Manufacturing Director,2,Single,6499,1,No,13,3,0,6,3,6,0,3,PHD,20-03-2015,Work Environment,OFFICE,2,1,No,Recruiter,Contract
13368,35,No,Travel_Rarely,Research & Development,1,Male,2,1,Research Scientist,3,Single,2859,1,No,18,3,0,6,3,6,0,4,PHD,19-05-2015,Salary,WFH,2,3,No,Job Portal,Contract
19166,56,No,Travel_Rarely,Research & Development,7,Male,1,3,Manufacturing Director,4,Single,7260,4,No,11,3,0,37,3,6,0,2,Graduation,28-03-2015,Work Accident,WFH,1,0,No,Walk-in,Part Time
18231,25,Yes,Travel_Rarely,Sales,5,Male,2,2,Sales Executive,3,Single,5744,1,Yes,11,3,0,6,1,6,0,3,Graduation,27-04-2015,Better Opportunity,OFFICE,4,0,No,Job Event,Part Time
12192,45,No,Travel_Rarely,Research & Development,29,Male,3,1,Research Scientist,4,Single,3452,5,No,13,3,0,9,2,6,0,3,PHD,06-02-2015,Work Environment,OFFICE,2,0,Yes,Job Portal,Contract
14865,35,No,Travel_Frequently,Research & Development,2,Female,3,2,Laboratory Technician,2,Single,4425,5,No,11,3,0,10,5,6,1,2,Post-Graduation,26-01-2015,Dept.Head,OFFICE,1,1,No,Walk-in,FullTime
13894,30,Yes,Travel_Frequently,Sales,26,Female,2,2,Sales Executive,1,Single,6696,5,No,15,3,0,9,5,6,0,1,12th,09-05-2015,Work Accident,OFFICE,5,3,Yes,Job Portal,FullTime
14394,29,Yes,Travel_Rarely,Research & Development,1,Male,3,1,Research Scientist,3,Single,2058,0,No,14,3,0,7,1,6,1,5,PHD,19-01-2015,Better Opportunity,WFH,0,0,No,Recruiter,Contract
13216,54,No,Travel_Rarely,Sales,3,Female,3,2,Sales Executive,1,Married,5940,2,No,14,3,1,16,4,6,0,5,Graduation,27-05-2015,Dept.Head,WFH,4,3,No,Job Event,Part Time
18439,29,No,Travel_Rarely,Research & Development,15,Male,3,1,Research Scientist,4,Single,2340,1,No,19,3,0,6,1,6,1,5,Graduation,20-04-2015,Work Environment,OFFICE,5,3,No,Job Portal,Contract
18534,32,No,Travel_Rarely,Research & Development,2,Male,2,2,Laboratory Technician,1,Single,2176,4,No,13,3,0,9,5,6,0,4,PHD,12-04-2015,Better Opportunity,OFFICE,4,3,No,Job Event,Part Time
18621,25,No,Non-Travel,Research & Development,5,Male,4,2,Healthcare Representative,1,Divorced,4000,1,No,12,3,2,6,2,6,1,5,12th,04-04-2015,Work Environment,WFH,3,1,Yes,Job Event,FullTime
12592,26,No,Travel_Frequently,Research & Development,1,Female,3,2,Manufacturing Director,2,Divorced,6397,1,No,20,4,1,6,6,6,1,4,PHD,18-01-2015,Better Opportunity,OFFICE,3,1,No,Recruiter,FullTime
15985,37,No,Travel_Rarely,Research & Development,5,Male,3,2,Manufacturing Director,4,Divorced,6347,7,No,16,3,2,8,2,6,0,4,Graduation,17-03-2015,Dept.Head,OFFICE,4,3,Yes,Recruiter,FullTime
15050,40,Yes,Travel_Rarely,Sales,22,Male,2,2,Sales Executive,3,Married,6380,2,Yes,12,3,2,8,6,6,1,0,PHD,12-05-2015,Salary,WFH,4,3,Yes,Job Event,Contract
